Preço,Condomínio,Área,Quartos,Banheiros,Vagas,Abaixo $,Endereço,Descrição,0,1,2,3,4,Latitude,Longitude
167990,0,40,2,1,1,0,"Avenida Planalto - Vila Jayara, Anápolis - GO",Arcos do Campo,Minha Casa Minha Vida,,,,,-16.2856592,-48.9752404
274500,0,6490,23,23,12,0,"Avenida Armando de Godoy - Setor Negrão de Lima, Goiânia - GO",Residencial Alameda Leste,,,,,,-16.657531,-49.2461224
155500,250,44,2,1,1,0,"Rua 400, 1 - Santa Maria, Brasília - DF","Apartamento com 2 Quartos à Venda, 44m²",Piscina,Churrasqueira,Condomínio fechado,Academia,Aceita animais,-29.7152919,-53.8578606
666304,0,86,23,24,12,0,"Rua 28 - Setor Central, Goiânia - GO",New Way Aeroporto,,,,,,-16.6722197,-49.25571
120000,0,45,2,2,0,0,"Rua 4C, 4 - Vicente Pires, Brasília - DF","Apartamento com 2 Quartos à Venda, 45m²",Portão eletrônico,Condomínio fechado,Portaria 24h,Cozinha americana,,-15.8203945,-48.0201694
580000,250,800,2,3,3,0,"Condomínio Residencial Privê La Font, 0 - Paranoá, Brasília - DF","Casa com 2 Quartos à Venda, 800m²",Condomínio fechado,Aceita animais,Ar-condicionado,Jardim,Área de serviço,-15.7594743,-47.7446557
1205000,0,174250,34,45,0,0,"Rua 70 - Jardim Goiás, Goiânia - GO",RESIDENCIAL M CENTRAL PARK,,,,,,-16.705221,-49.2337572
1180000,336,400,6,5,3,0,"Quadra 1 Conjunto H, 0 - Condominio Imperio dos Nobres, Brasília - DF","Casa com 6 Quartos à Venda, 400m²",Piscina,Churrasqueira,Condomínio fechado,Aceita animais,Ar-condicionado,-15.6816505,-47.8336271
2950000,1560,227,3,4,2,0,"SQN 213, 1 - Asa Norte, Brasília - DF","Apartamento com 3 Quartos à Venda, 227m²",Churrasqueira,Elevador,Aceita animais,Ar-condicionado,Varanda gourmet,-15.759388,-47.889352004715114
149600,0,46,2,1,1,0,"Samambaia Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 46m²",,,,,,-15.8690878,-48.0715818
305000,0,58,2,2,1,0,"Rua 25 A - Setor Aeroporto, Goiânia - GO",Wish Aeroporto - 58m²,,,,,,-16.6697245,-49.2722338
1454010,0,163,4,4,3,0,"Avenida Parque Águas Claras, 1075 - Aguas Claras, Brasília - DF","Apartamento com 4 Quartos à Venda, 163m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-15.833485101482292,-48.02000757922699
370000,0,37,0,1,0,0,"Setor Sudoeste, Brasília - DF","Ponto comercial/Loja/Box à Venda, 37m²",Segurança 24h,,,,,-15.78831755,-47.918639386271956
265000,0,95,3,1,3,0,"Santa Maria, Brasília - DF","Casa com 3 Quartos à Venda, 95m²",Cozinha,Lavanderia,Quintal,Área de serviço,,-29.6716736,-53.820794331001224
150000,0,55,2,1,0,0,"QS 16, 4 - Riacho Fundo I, Brasília - DF","Apartamento com 2 Quartos à Venda, 55m²",,,,,,-15.88615685,-48.010428177055985
411000,0,79,3,2,2,0,"Rua 25 A, - - Setor Aeroporto, Goiânia - GO",Wish Aeroporto - 79m²,,,,,,-16.6697245,-49.2722338
214000,0,45,2,1,1,0,"QR 212, 10 - Samambaia, Brasília - DF","Apartamento com 2 Quartos à Venda, 45m²",Churrasqueira,Elevador,Condomínio fechado,Academia,Espaço gourmet,-15.8631597,-48.0728081
400000,1,160,3,2,5,0,"QNL 13, 23 - Taguatinga, Brasília - DF","Casa com 3 Quartos à Venda, 160m²",,,,,,-15.8152539,-48.09357
1028256,0,170199,34,1,1,0,"Rua 135, 442 - Setor Marista, Goiânia - GO",Único Marista,,,,,,-16.6978932,-49.2549759
115000,320,37,1,1,1,0,"Avenida das Araucárias, 4155 - Aguas Claras, Brasília - DF","Apartamento com Quarto à Venda, 37m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8351995,-48.0474594
3375000,0,445,4,4,4,0,"Rua 9, 13 - Setor Oeste, Goiânia - GO",The Sun,Piscina,Academia,Espaço gourmet,Playground,Piscina infantil,-16.6858485,-49.2673023
2650000,0,283,4,3,3,0,"Quadra 206, 206 - Asa Sul, Brasília - DF","Apartamento com 4 Quartos à Venda, 283m²",Piscina,Mobiliado,Churrasqueira,Elevador,Varanda,-15.82281985,-47.89545618828765
345000,0,3476,12,1,1,0,"Rua 7, . - Setor Oeste, Goiânia - GO",ID Vida Urbana,,,,,,-16.684755,-49.2665376
635000,550,62,2,2,1,0,"Rua 19, 0 - Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 62m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-16.2359637,-47.943354
650000,180,400,3,5,4,0,"Núcleo Rural Ponte Alta de Cima, 52 - Gama, Brasília - DF","Casa com 3 Quartos à Venda, 400m²",Condomínio fechado,Quintal,Aceita animais,Área de serviço,Varanda gourmet,-16.0483499,-48.1466389
138000,0,4500,0,0,0,0,"Paranoá, Brasília - DF","Lote/Terreno à Venda, 4500m²",,,,,,-15.77544,-47.7797631
670000,0,115,3,1,1,0,"Rua 143, 170 - Setor Marista, Goiânia - GO",On Marista,,,,,,-16.6925366,-49.2619485
797000,536,300,7,6,5,0,"Condomínio Ouro Vermelho I, 0 - Setor Habitacional Jardim Botânico, Brasília - DF","Casa de condomínio com 7 Quartos à Venda, 300m²",Piscina,Varanda,Jardim,Próximo a escola,Escritório,-15.8756357,-47.7664568
630000,0,144,4,2,2,0,"QN 5, 0 - Riacho Fundo I, Brasília - DF","Sobrado com 4 Quartos à Venda, 144m²",,,,,,-15.8808303,-48.0180296
320000,0,33,1,1,1,0,"Rua das Figueiras, 6 - Aguas Claras, Brasília - DF","Apartamento com Quarto à Venda, 33m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.830982,-48.0110504
3000000,2150,414,5,2,4,0,"Rua 20, 1 - Aguas Claras, Brasília - DF","Apartamento com 5 Quartos à Venda, 414m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.84093715,-48.01792736245497
350000,0,135,4,2,2,0,"QNP 11 Conjunto M, 6 - Ceilandia Norte, Brasília - DF","Casa com 4 Quartos à Venda, 135m²",Garagem,Cozinha,,,,-15.8160281,-48.1322877
1500000,0,265,4,45,4,0,"Rua Amélia Artiaga Jardim, 1140 - Setor Marista, Goiânia - GO",Miami,,,,,,-16.7035776,-49.2566298
845076,0,116,23,2,12,0,"Rua Amélia Artiaga Jardim, 258 - Setor Marista, Goiânia - GO",Hit Marista,,,,,,-16.7018554,-49.2553072
410000,415,47,2,1,1,0,"Rua 37, 4 - Aguas Claras, Brasília - DF","Apartamento com 2 Quartos à Venda, 47m²",Mobiliado,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8346814,-48.0389901
210000,0,110,2,1,2,0,"QNP 32 Conjunto V, 0 - Ceilandia Sul, Brasília - DF","Casa com 2 Quartos à Venda, 110m²",,,,,,-15.8513691,-48.1231052
580000,0,95,3,4,2,0,"Rua 146, 0 - Setor Marista, Goiânia - GO",Elev Marista,,,,,,-16.698698,-49.2604288
105000,0,135,3,2,0,0,"QNP 5 Conjunto L, 25 - Ceilandia Norte, Brasília - DF","Casa com 3 Quartos à Venda, 135m²",,,,,,-15.821708,-48.1250256
2000000,0,267504,45,12,1,0,"Rua 146, 500 - Setor Marista, Goiânia - GO",Opus Penthouse 146,,,,,,-16.698698,-49.2604288
591000,0,84,2,3,0,0,"Alameda Ricardo Paranhos, 4571 - Setor Marista, Goiânia - GO",Tempus,,,,,,-16.7018301,-49.2570375
70900,0,135,2,1,0,0,"QNP 36 Conjunto E, 1 - Ceilandia Sul, Brasília - DF","Casa com 2 Quartos à Venda, 135m²",,,,,,-15.8535693,-48.1186349
570472,0,8389,13,23,12,0,"Rua 137, - - Setor Marista, Goiânia - GO",Tempus by Palme,,,,,,-16.699311,-49.2637364
890000,0,239,6,7,7,0,"QN 5 Conjunto 18, 5 - Riacho Fundo I, Brasília - DF","Casa com 6 Quartos à Venda, 239m²",Aceita animais,Ar-condicionado,Closet,,,-15.879053,-48.0157812
1100000,0,179355,34,45,0,0,"Rua João de Abreu - Setor Oeste, Goiânia - GO",RESIDENCIAL MONUMENTAL,,,,,,-16.6897272,-49.2712113
1200000,0,162,35,2,1,0,"Rua 1128, 1128 - Setor Marista, Goiânia - GO",Vero Home,,,,,,-16.7013039,-49.2630796
3200000,0,620,0,10,0,0,"QNM 17 Conjunto A, 27 - Ceilandia Sul, Brasília - DF","Prédio/Edifício inteiro à Venda, 620m²",,,,,,-15.8160693,-48.1016274
695000,0,375,5,5,5,0,"Quadra 2 Conjunto D-10, 24 - Sobradinho, Brasília - DF","Casa com 5 Quartos à Venda, 375m²",Churrasqueira,Estacionamento,Portão eletrônico,Aceita animais,,-15.6555897,-47.7917186
3750000,0,434,5,5,4,0,"Avenida Portugal, 0 - Setor Oeste, Goiânia - GO",Reserva Newest 434m²,,,,,,-16.688399,-49.2702089
679000,0,96,3,2,0,0,"SQN 402, 01 - Asa Norte, Brasília - DF","Apartamento com 3 Quartos à Venda, 96m²",,,,,,-15.75799565,-47.871353931704704
290000,0,33,1,1,1,0,"Rua 5, 3 - Norte, Brasília - DF","Apartamento com Quarto à Venda, 33m²",Mobiliado,Churrasqueira,Elevador,Academia,Salão de festas,-32.0108112,-52.0371604
966251,0,129,3,3,2,0,"Rua 38, s/n - Setor Marista, Goiânia - GO",Mio Marista,,,,,,-16.6956889,-49.2651187
655000,0,90,2,1,2,0,"Quadra 206, 6 - Aguas Claras, Brasília - DF","Apartamento com 2 Quartos à Venda, 90m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.842275350000001,-48.02407585821227
159994,300,52,2,1,1,0,"Riacho Fundo II, Brasília - DF","Apartamento com 2 Quartos à Venda, 52m²",,,,,,-15.9071152,-48.0488096
2470259,0,326367,34,35,45,0,"Rua 38, 0 - Setor Marista, Goiânia - GO",Dinastia Living Desire,,,,,,-16.6956889,-49.2651187
631598,0,126,3,3,4,0,"Avenida Perimetral Norte, 4356 - Vila João Vaz, Goiânia - GO",ALTO DA BOA VISTA PREMIUM,,,,,,-16.6462247,-49.3090114
1746997,0,245287,4,4,3,0,"Rua 1126, 0 - Setor Marista, Goiânia - GO",Opus Acqua,,,,,,-16.7025421,-49.2632956
756201,0,111,23,1,12,0,"Avenida Primeira Radial - Setor Pedro Ludovico, Goiânia - GO",Vereda Areião,,,,,,-16.7109624,-49.2540425
519000,0,88165,3,34,0,0,"Avenida Perimetral, 231 - Setor Oeste, Goiânia - GO",APPLAUSE NEW HOME,Piscina,Elevador,Condomínio fechado,Varanda,Academia,-16.6862433,-49.2785659
269994,320,52,2,2,1,0,"Taguatinga Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 52m²",Piscina,Churrasqueira,Elevador,Salão de festas,Quadra poliesportiva,-15.7942999,-48.10210574623555
600000,0,90,3,2,1,0,"Rua 5, 1 - Sul, Brasília - DF","Apartamento com 3 Quartos à Venda, 90m²",,,,,,-16.0507419,-47.9914475
1960139,0,243,34,56,34,0,"Rua 36, . - Setor Marista, Goiânia - GO",Treze36 - 243m²,,,,,,-16.6977287,-49.2695356
2600000,0,680,5,9,0,0,"SHIN QI 2, 01 - Lago Norte, Brasília - DF","Casa com 5 Quartos à Venda, 680m²",Churrasqueira,Condomínio fechado,Varanda,Jardim,Varanda gourmet,-15.7245454,-47.8892574
1100000,0,235,3,4,3,0,"Guara I, Brasília - DF","Casa com 3 Quartos à Venda, 235m²",,,,,,-22.7990134,-45.1635665
250000,0,65,2,2,1,0,"C 11, 11 - Taguatinga Centro, Brasília - DF","Apartamento com 2 Quartos à Venda, 65m²",,,,,,-15.8342764,-48.0593906
1286896,0,164,34,56,34,0,"Rua 36 - Setor Marista, Goiânia - GO",Treze36,,,,,,-16.6977287,-49.2695356
110000,50,55,2,1,0,0,"Avenida Sucupira, 0 - Riacho Fundo I, Brasília - DF","Apartamento com 2 Quartos à Venda, 55m²",Aceita animais,Cozinha americana,,,,-15.887748,-48.0126674
3290000,0,362,4,5,4,0,"Alameda Coronel Eugênio Jardim, 430 - Setor Marista, Goiânia - GO",Reserva Parque Areião 362m²,,,,,,-16.7062237,-49.2607239
120000,0,57,2,2,1,0,"Setor Industrial, Brasília - DF","Apartamento com 2 Quartos à Venda, 57m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-16.0192947,-48.0618019
411420,0,6599,23,23,12,0,"Rua 1033 - Setor Pedro Ludovico, Goiânia - GO",Residencial Alto Areião,,,,,,-16.7139963,-49.2563149
810000,0,125,3,4,2,0,"Rua 1124, 246 - Setor Marista, Goiânia - GO",Cena Marista,,,,,,-16.7082028,-49.262267
228000,0,144,3,1,3,0,"Quadra 603 - Recanto das Emas, Brasília - DF","Casa com 3 Quartos à Venda, 144m²",Área de serviço,Depósito,Aceita animais,,,-15.9110152,-48.0518735
935000,0,150170,34,23,13,0,"Rua 1121, 27 - Setor Marista, Goiânia - GO",Gaia Consciente Home,,,,,,-16.7091921,-49.2622251
1085213,0,128,4,3,3,0,"Avenida das Araucárias, 4750 - Aguas Claras, Brasília - DF","Apartamento com 4 Quartos à Venda, 128m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Varanda,-15.8521447,-48.032027356734396
470000,100,63,2,2,0,0,"SCLRN 716 - Asa Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 63m²",Interfone,Armário na cozinha,Ar-condicionado,Varanda,Área de serviço,-15.764685,-47.891373
197000,270,42,2,1,1,0,"QNN 11, 1 - Ceilandia Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 42m²",Cozinha,Academia,Elevador,Churrasqueira,,-15.819748,-48.1150062
1835000,1319,245,4,5,4,0,"Avenida Pau Brasil, 10 - Aguas Claras, Brasília - DF","Apartamento com 4 Quartos à Venda, 245m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8406154,-48.027205800000004
395000,0,135,7,4,2,0,"QNP 13 Conjunto M - Ceilandia Norte, Brasília - DF","Casa com 7 Quartos à Venda, 135m²",,,,,,-15.8076891,-48.1308085
5550000,0,520,4,6,5,0,"SQNW 108 Bloco E, 01 - Setor Noroeste, Brasília - DF","Cobertura com 4 Quartos à Venda, 520m²",Churrasqueira,Elevador,Varanda,Academia,Espaço gourmet,-15.750479,-47.90978737490394
4100000,0,516,5,6,4,0,"Lago Sul, Brasília - DF","Casa com 5 Quartos à Venda, 516m²",Piscina,Churrasqueira,Quintal,Ar-condicionado,Área de serviço,-15.8391817,-47.8755338
297000,0,59,2,2,1,0,"Rua 250, 321 - Setor Coimbra, Goiânia - GO",Wish Coimbra - 59m²,,,,,,-16.6865562,-49.2857744
185000,0,49,2,1,1,0,"QNN 11, 2 - Ceilandia Centro, Brasília - DF","Apartamento com 2 Quartos à Venda, 49m²",Circuito de segurança,Área de serviço,Varanda,,,-15.819748,-48.1150062
495004,0,69,2,3,1,0,"Rua 1121, 0 - Setor Marista, Goiânia - GO",Nest23 - 69m²,,,,,,-16.7091921,-49.2622251
914978,0,120,3,4,2,0,"Rua 1121, 1840 - Setor Marista, Goiânia - GO",Nest23 - 120m²,,,,,,-16.7091921,-49.2622251
154000,0,145,4,1,0,0,"QNL, 20 - Taguatinga Norte, Brasília - DF","Casa com 4 Quartos à Venda, 145m²",,,,,,-15.8123015,-48.0901784
160000,160,43,1,1,0,0,"Sobradinho, Brasília - DF","Apartamento com Quarto à Venda, 43m²",,,,,,-15.6500533,-47.7848449
404000,0,56,2,3,0,0,"Rua T 55, - - Setor Bueno, Goiânia - GO",Hub da City,,,,,,-16.7010719,-49.2650642
370000,0,7198,23,1,12,0,"Rua T 27, 54 - Setor Bueno, Goiânia - GO",Best bueno,,,,,,-16.6894681,-49.2775562
330000,0,150,2,1,1,0,"QR 2 Conjunto E - Candangolândia, Brasília - DF","Casa com 2 Quartos à Venda, 150m²",,,,,,-15.852229,-47.9497728
180000,0,70,3,2,0,0,"Avenida Sucupira, 58 - Riacho Fundo I, Brasília - DF","Apartamento com 3 Quartos à Venda, 70m²",,,,,,-15.887748,-48.0126674
590000,0,98,3,3,2,0,"Rua T 37, s/n - Setor Bueno, Goiânia - GO",Moove Home Brasal 98m²,,,,,,-16.7102695,-49.2659948
980000,780,121,2,2,0,0,"SQS 108 - Asa Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 121m²",Interfone,Armário na cozinha,Área de serviço,,,-15.8166635,-47.9040639
