Preço,Condomínio,Área,Quartos,Banheiros,Vagas,Abaixo $,Endereço,Descrição,0,1,2,3,4,Latitude,Longitude
425000,0,69,2,2,1,0,"Rua T 37 - Setor Bueno, Goiânia - GO",Moove Home Brasal 69m²,,,,,,-16.7063905,-49.2661524
320000,0,135,4,2,2,0,"QNP 5 Conjunto J, 02 - Ceilandia Norte, Brasília - DF","Casa com 4 Quartos à Venda, 135m²",Garagem,Cozinha,Academia,,,-15.8207426,-48.1250132
1840000,1200,143,3,3,1,0,"SQS 202, 01 - Asa Sul, Brasília - DF","Apartamento com 3 Quartos à Venda, 143m²",Jardim,Varanda gourmet,Elevador,Espaço verde / Parque,Salão de festas,-15.8058593,-47.8874383
1098000,761,118,3,4,2,0,"Rua Macaúba, 13 - Aguas Claras, Brasília - DF","Apartamento com 3 Quartos à Venda, 118m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8437537,-48.0324528
1450000,0,158,4,5,3,0,"Avenida das Araucárias, 6 - Aguas Claras, Brasília - DF","Apartamento com 4 Quartos à Venda, 158m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8383446,-48.0373437
450000,0,250,5,1,4,0,"Recanto das Emas, Brasília - DF","Casa com 5 Quartos à Venda, 250m²",,,,,,-15.9025481,-48.0607778
770000,0,103,3,3,2,0,"Avenida das Araucárias - Aguas Claras, Brasília - DF","Apartamento com 3 Quartos à Venda, 103m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8400322,-48.0206331
822290,0,134,3,3,2,0,"Rua T 29, - - Setor Bueno, Goiânia - GO",Reserva dos Ipês - 134m²,,,,,,-16.6952273,-49.27714
255000,0,100,2,1,2,0,"Setor Oeste, Brasília - DF","Casa com 2 Quartos à Venda, 100m²",,,,,,-16.0024757,-48.070488
385000,0,135,3,3,3,0,"QN 8B - Riacho Fundo II, Brasília - DF","Casa com 3 Quartos à Venda, 135m²",Garagem,Cozinha,,,,-15.9031765,-48.041042
270000,0,65,3,2,2,0,"Samambaia Norte, Brasília - DF","Casa com 3 Quartos à Venda, 65m²",,,,,,-15.823393450000001,-48.02551841265377
270500,0,3988,13,13,0,0,"Rua T 37, 3449 - Setor Bueno, Goiânia - GO",Residencial Ritmo Bueno,,,,,,-16.7050761,-49.266428
1180000,0,170,3,3,1,0,"SHIGS 713 - Asa Sul, Brasília - DF","Casa com 3 Quartos à Venda, 170m²",Interfone,Armário na cozinha,Varanda,Área de serviço,,-15.8036857,-47.8977195
799000,0,125,3,24,12,0,"Rua T 30 - Setor Bueno, Goiânia - GO",Residencial Bueno Park,,,,,,-16.6988327,-49.2771071
1450000,960,168,4,5,2,0,"Rua Buriti - Norte, Brasília - DF","Apartamento com 4 Quartos à Venda, 168m²",Piscina,Churrasqueira,Academia,Ar-condicionado,Playground,-3.1439868,-59.9983877
381200,0,6581,23,2,12,0,"Rua T 53, 1151 - Setor Bueno, Goiânia - GO",Residencial Vaca Brava 53,,,,,,-16.7044579,-49.272577
910000,0,141165,3,25,23,0,"Rua T 71, 0 - Setor Bueno, Goiânia - GO",Cenárium vaca brava,,,,,,-16.7078901,-49.2751565
2000000,280,561,5,7,9,0,"SMPW Quadra 26 - Park Way , Brasília - DF","Casa com 5 Quartos à Venda, 561m²",Piscina,Churrasqueira,Varanda,Quintal,Ar-condicionado,-15.9119521,-47.9681538
1730000,1300,189,4,5,3,0,"Rua Babaçu, 7 - Aguas Claras, Brasília - DF","Apartamento com 4 Quartos à Venda, 189m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8430409,-48.0296759
430000,0,250,3,1,2,0,"QNM 36 Conjunto O, 1 - Taguatinga Norte, Brasília - DF","Casa com 3 Quartos à Venda, 250m²",,,,,,-15.8036456,-48.0953537
642147,0,112,3,4,2,0,"Rua Camilo Flamarion, 15 - Serrinha, Goiânia - GO",Blume Apartments - 112m²,,,,,,-16.7243853,-49.2686674
650000,0,152,3,3,2,0,"Chácaras Itaipú - Setor Habitacional Jardim Botânico, Brasília - DF","Casa de condomínio com 3 Quartos à Venda, 152m²",Churrasqueira,Espaço gourmet,Garagem,Jardim,Cozinha,-15.8833861,-47.7709705
455000,0,250,5,2,5,0,"QNN 3 Conjunto F - Ceilandia Norte, Brasília - DF","Casa com 5 Quartos à Venda, 250m²",,,,,,-15.8149049,-48.1124722
1750000,0,330,4,4,11,0,"SMPW Quadra 28 - Park Way , Brasília - DF","Casa com 4 Quartos à Venda, 330m²",Varanda,Quintal,Ar-condicionado,Área de serviço,Escritório,-15.8941617,-47.9492799
289994,160,61,3,1,0,0,"Núcleo Bandeirante, Brasília - DF","Apartamento com 3 Quartos à Venda, 61m²",,,,,,-15.871003,-47.9677375
1450000,0,380,4,6,4,0,"Taguatinga Sul, Brasília - DF","Casa com 4 Quartos à Venda, 380m²",Cozinha,Interfone,Lavanderia,Ar-condicionado,,-15.8518465,-48.0418845
350000,500,1011,0,0,0,0,"Condomínio Verde, 1 - Setor Habitacional Jardim Botânico, Brasília - DF","Lote/Terreno à Venda, 1011m²",,,,,,-15.870581,-47.7603519
158990,0,3942,2,1,1,0,"Avenida São Domingos, 0 - Vila Mutirão I, Goiânia - GO",Gran Valence,,,,,,-16.6148352,-49.3515421
195000,0,63,2,1,1,0,"QNM 12, 0 - Ceilandia Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 63m²",Condomínio fechado,Portão eletrônico,Aceita animais,,,-15.8136622,-48.1041217
2020000,1200,174,3,4,2,0,"SQNW 311, 600 - Setor Noroeste, Brasília - DF","Apartamento com 3 Quartos à Venda, 174m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.741624049999999,-47.91314049001808
780000,0,55,1,1,2,0,"SQS 404 - Asa Sul, Brasília - DF","Apartamento com Quarto à Venda, 55m²",Piscina,Churrasqueira,Elevador,Cozinha,Depósito,-15.8126377,-47.8887002
235000,0,30,1,1,1,0,"CA 9, 01 - Lago Norte, Brasília - DF","Kitnet/Conjugado com Quarto à Venda, 30m²",Interfone,Varanda gourmet,Elevador,,,-15.7126955,-47.8877371
170000,327,47,2,1,1,0,"QS 5 Rua 310, 1 - Aguas Claras, Brasília - DF","Apartamento com 2 Quartos à Venda, 47m²",Churrasqueira,Condomínio fechado,Academia,Aceita animais,Espaço gourmet,-15.8591954,-48.0328985
550000,780,53,1,1,1,0,"CA 5, 2 - Lago Norte, Brasília - DF","Apartamento com Quarto à Venda, 53m²",Piscina,Elevador,Condomínio fechado,Academia,Aceita animais,-15.7191704,-47.8849496
655000,864,90,2,3,2,0,"Quadra 206, 10 - Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 90m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.7930602,-47.892502
174990,0,39,2,1,1,0,"Rua Carlos Gomes, s/n - Lorena Parque, Goiânia - GO",Gran Jardim,Minha Casa Minha Vida,,,,,-16.6938199,-49.3624263
120000,0,51,2,1,2,0,Aragoiânia - GO,Condomínio Residencial Dona Tota,,,,,,-16.9146388,-49.4499148
2500000,0,700,4,5,4,0,"SHIN QI 7, 01 - Lago Norte, Brasília - DF","Casa com 4 Quartos à Venda, 700m²",Churrasqueira,Condomínio fechado,Varanda,Ar-condicionado,Varanda gourmet,-15.7380382,-47.859664
1500000,0,10000,4,5,0,0,"Incra 7, 0 - Brazlândia, Brasília - DF","Fazenda/Sítio/Chácara com 4 Quartos à Venda, 10000m²",,,,,,-15.7423211,-48.1712508
266000,0,150,6,3,0,0,"QNN 3 Conjunto I - Ceilandia Norte, Brasília - DF","Casa com 6 Quartos à Venda, 150m²",Casa de fundo,Piso frio,Ventilação natural,,,-15.8175485,-48.1123018
2700000,0,63151,5,6,4,0,"SHIS QL 24 Conjunto 6 - Lago Sul, Brasília - DF","Casa com 5 Quartos à Venda, 63151m²",Piscina,Quintal,Área de serviço,,,-15.8349031,-47.8344487
2298000,580,535,4,4,3,0,"Condomínio Residencial Mansões Itaipu - Setor Habitacional Jardim Botânico, Brasília - DF","Casa de condomínio com 4 Quartos à Venda, 535m²",Armário na cozinha,Sala de jantar,,,,-15.8887605,-47.7687112
550000,0,200,4,1,2,0,"QNM 19 Conjunto K - Ceilandia Sul, Brasília - DF","Casa com 4 Quartos à Venda, 200m²",,,,,,-15.8181661,-48.0974525
4500000,0,531,4,6,6,0,"SHIN QI 2 Conjunto 9, 01 - Lago Norte, Brasília - DF","Casa com 4 Quartos à Venda, 531m²",,,,,,-15.7251962,-47.8862793
850000,0,325,6,4,4,0,"QN 5 Conjunto 18, 0 - Riacho Fundo I, Brasília - DF","Casa com 6 Quartos à Venda, 325m²",Portão eletrônico,Aceita animais,Ar-condicionado,,,-15.879053,-48.0157812
450000,0,150,3,3,4,0,"EQS 414/415 - Asa Sul, Brasília - DF","Casa com 3 Quartos à Venda, 150m²",Cozinha,Área de serviço,,,,-15.8082233,-47.8959476
175000,298,34,1,1,1,0,"QN 122 Conjunto 15, 7 - Samambaia, Brasília - DF","Apartamento com Quarto à Venda, 34m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Jardim,-15.8676314,-48.0588673
170000,190,30,1,1,0,0,"SCLRN 711 - Asa Norte, Brasília - DF","Apartamento com Quarto à Venda, 30m²",Armário na cozinha,Varanda,,,,-15.764685,-47.891373
350000,0,144,3,2,2,0,"QNN 22 Conjunto B, 20 - Ceilandia Sul, Brasília - DF","Casa com 3 Quartos à Venda, 144m²",Garagem,Cozinha,,,,-15.8344756,-48.1070623
1200000,150,240,3,4,3,0,"SMPW Quadra 5 - Park Way , Brasília - DF","Casa com 3 Quartos à Venda, 240m²",Churrasqueira,Piscina,Interfone,Armário na cozinha,Varanda,-15.898156,-47.9322667
1490000,1497,186,4,5,3,0,"Avenida Parque Águas Claras, 2525 - Aguas Claras, Brasília - DF","Apartamento com 4 Quartos à Venda, 186m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.834861499999999,-48.0287500668319
518000,0,0,0,0,0,0,"Quadra 11 Conjunto D - Sobradinho, Brasília - DF","Lote/Terreno à Venda, 0m²",,,,,,-15.6419972,-47.7883832
549999,0,145,4,3,3,0,"QNO 4 Conjunto F, 0 - Ceilandia Norte, Brasília - DF","Sobrado com 4 Quartos à Venda, 145m²",Interfone,Escritório,,,,-15.7944422,-48.1200019
620000,760,80,2,2,1,0,"Rua 22, 0 - Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 80m²",Academia,Churrasqueira,Elevador,Piscina,Salão de festas,-15.5411547,-47.2930147
380000,480,55,2,1,1,0,"Rua 5 - Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 55m²",Piscina,Churrasqueira,Academia,Playground,Piscina infantil,-15.8371207,-48.0119371
5530000,2800,520,4,7,5,0,"SQNW 108 Bloco E, 1 - Setor Noroeste, Brasília - DF","Apartamento com 4 Quartos à Venda, 520m²",Piscina,Churrasqueira,Condomínio fechado,Academia,Espaço gourmet,-15.750479,-47.90978737490394
150000,0,144,3,2,3,0,"Ceilandia Norte, Brasília - DF","Casa com 3 Quartos à Venda, 144m²",,,,,,-15.807346,-48.1101288
950000,0,379,5,5,3,0,"Rodovia DF-150 - Grande Colorado, Brasília - DF","Casa com 5 Quartos à Venda, 379m²",Condomínio fechado,Portão eletrônico,Portaria 24h,,,-15.6774803,-47.8261618
280000,0,20000,1,1,1,0,"Rodovia DF-, 140 - Brasília - DF","Fazenda/Sítio/Chácara com Quarto à Venda, 20000m²",Cozinha,Aquecimento,Sala de massagem,Spa,,-15.6657452,-47.8080147
550000,0,80,2,1,1,0,Rodovia DF-001 - Brasília - DF,"Casa de condomínio com 2 Quartos à Venda, 80m²",Cozinha,Jardim,,,,-15.6657452,-47.8080147
850000,910,117,2,2,1,0,"Rua 30 - Norte, Brasília - DF","Cobertura com 2 Quartos à Venda, 117m²",Piscina,Churrasqueira,Varanda,Área de serviço,Quadra poliesportiva,-15.8371522,-48.0332843
279994,0,134,3,2,1,0,"Ceilandia Sul, Brasília - DF","Casa de condomínio com 3 Quartos à Venda, 134m²",Churrasqueira,,,,,-15.8287665,-48.0971053
149000,1300,23,1,1,1,0,"Taguatinga, Taguatinga - DF","Apartamento com Quarto à Venda, 23m²",,,,,,-12.402404,-46.4365769
470000,0,150,3,1,2,0,"Taguatinga Norte, Taguatinga - DF","Casa com 3 Quartos à Venda, 150m²",,,,,,-15.81740155,-48.05841697056134
45000,0,20,0,0,0,0,"QN 1 Conjunto 30, 0 - Riacho Fundo I, Brasília - DF","Ponto comercial/Loja/Box à Venda, 20m²",,,,,,-15.8811091,-48.0209474
2439390,0,195,4,6,4,0,"SQNW 103 - Setor Noroeste, Brasília - DF","Apartamento com 4 Quartos à Venda, 195m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Aceita animais,-15.74051975,-47.91145795215698
235000,0,0,0,0,0,0,"QS 3, 3 - Areal, Brasília - DF","Ponto comercial/Loja/Box à Venda, 0m²",,,,,,-15.8638374,-48.0230388
1900000,0,170,4,4,1,0,"SQS 105 - Asa Sul, Brasília - DF","Apartamento com 4 Quartos à Venda, 170m²",Elevador,,,,,-15.8105112,-47.8962855
136600,300,68,3,1,1,0,"CSG 3, 1 - Taguatinga, Brasília - DF","Apartamento com 3 Quartos à Venda, 68m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-15.8662185,-48.0340424
3190000,2250,204,3,6,4,0,"Setor Noroeste, Brasília - DF","Apartamento com 3 Quartos à Venda, 204m²",Piscina,Churrasqueira,Elevador,Ar-condicionado,Área de serviço,-15.74190875,-47.90283218993944
395000,70,200,5,4,4,0,"Quadra 5, 5 - Sobradinho, Brasília - DF","Casa com 5 Quartos à Venda, 200m²",Aceita animais,Área de serviço,Escritório,Estacionamento para visitantes,Área de lazer,-15.6489998,-47.80822240561085
1700000,0,1200,0,0,0,0,"Lago Norte, Brasília - DF","Lote/Terreno à Venda, 1200m²",,,,,,-15.764044877985176,-47.83296336309007
135000,50,45,2,1,0,0,"QE 40 Conjunto F - Guara II, Brasília - DF","Apartamento com 2 Quartos à Venda, 45m²",Garagem,Cozinha,,,,-15.843238849999999,-47.98491710858711
1530000,0,189,4,6,3,0,"Sul, Brasília - DF","Apartamento com 4 Quartos à Venda, 189m²",Segurança 24h,Cozinha,,,,-15.8139652,-47.89960928071284
590000,0,144,4,1,3,0,"QN 7 Conjunto 13, 13 - Riacho Fundo I, Brasília - DF","Casa com 4 Quartos à Venda, 144m²",,,,,,-15.8833169,-48.022017
444000,450,55,2,2,1,0,"Rua 31, 11 - Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 55m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.841446300000001,-48.026084799309466
685000,582,78,3,3,1,0,"Rua 36, 1 - Aguas Claras, Brasília - DF","Apartamento com 3 Quartos à Venda, 78m²",Churrasqueira,Elevador,Academia,Aceita animais,Espaço gourmet,-15.8354388,-48.0379526
620000,560,110,4,2,2,0,"Quadra 1 - Setor Leste, Brasília - DF","Apartamento com 4 Quartos à Venda, 110m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Varanda,-15.457876,-47.610016
890000,0,0,4,1,4,0,"QN 7 Conjunto 7 - Riacho Fundo I, Brasília - DF","Prédio/Edifício inteiro com 4 Quartos à Venda, 0m²",Entrada de serviço,,,,,-15.8828158,-48.0207234
1200000,0,142,4,4,2,0,"Quadra 210, 1 - Sul, Brasília - DF","Apartamento com 4 Quartos à Venda, 142m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.84093715,-48.01792736245497
130000,0,30,1,1,0,0,"Quadra 105 - Norte, Brasília - DF","Apartamento com Quarto à Venda, 30m²",,,,,,-15.7885753,-47.8918962
380000,0,200,3,1,3,0,"QN 7A, 1 - Riacho Fundo II, Brasília - DF","Casa com 3 Quartos à Venda, 200m²",,,,,,-15.9050026,-48.0472977
620000,350,80,3,2,2,0,"Jardins Mangueiral, Brasília - DF","Casa de condomínio com 3 Quartos à Venda, 80m²",Playground,Quadra poliesportiva,Salão de festas,Segurança 24h,,-15.892737,-47.80432345280514
950000,0,290,3,4,4,0,"Condomínio RK, 01 - Sobradinho, Brasília - DF","Casa de condomínio com 3 Quartos à Venda, 290m²",,,,,,-15.6915516,-47.8251847
299000,0,150,3,2,2,0,"QNM 22 Conjunto C, 54 - Ceilandia Norte, Brasília - DF","Casa com 3 Quartos à Venda, 150m²",,,,,,-15.8060741,-48.1081429
370000,305,70,2,2,1,0,"QI 1 - Guara I, Brasília - DF","Apartamento com 2 Quartos à Venda, 70m²",Churrasqueira,Área de serviço,Cozinha,Depósito,Interfone,-15.81311105,-47.976440324628065
415000,500,68,2,2,1,0,"Quadra 102 - Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 68m²",Piscina,Academia,Playground,Piscina infantil,Salão de festas,-15.7885753,-47.8918962
1620000,900,171,3,3,2,0,"Rua 9 - Norte, Brasília - DF","Cobertura com 3 Quartos à Venda, 171m²",Piscina,Churrasqueira,Varanda,Ar-condicionado,Área de serviço,-15.8357568,-48.015611
120000,0,49,2,1,1,0,"QI, 24 - Taguatinga, Brasília - DF","Apartamento com 2 Quartos à Venda, 49m²",Piscina,Elevador,Condomínio fechado,Playground,Piscina infantil,-15.76419815,-48.0772342617864
1499000,400,450,3,5,2,0,"Quadra 1 Conjunto B, 0 - Condominio Imperio dos Nobres, Brasília - DF","Casa de condomínio com 3 Quartos à Venda, 450m²",Piscina,Churrasqueira,Condomínio fechado,Jardim,Quadra poliesportiva,-15.6824149,-47.8361687
330000,0,150,2,1,2,0,"QS 10, 0 - Riacho Fundo I, Brasília - DF","Casa com 2 Quartos à Venda, 150m²",,,,,,-15.8889662,-48.0214334370117
450000,0,145,3,3,2,0,"Areal, Brasília - DF","Casa com 3 Quartos à Venda, 145m²",Churrasqueira,Varanda,Quintal,Garagem,Jardim,-15.8637338,-48.0251348
310000,0,0,0,0,0,0,"QNN 21 Conjunto B, 13 - Ceilandia Norte, Brasília - DF","Lote/Terreno à Venda, 0m²",Rede de água e esgoto,Desnível para frente (rua),Frente para o leste,,,-15.8108976,-48.119971
1480000,0,400,3,5,4,0,"Metropolitana, Brasília - DF","Casa com 3 Quartos à Venda, 400m²",,,,,,-22.7644521,-47.3624206
400000,500,56,1,2,1,0,"CA 9 - Lago Norte, Brasília - DF","Apartamento com Quarto à Venda, 56m²",Interfone,Armário na cozinha,,,,-15.7126955,-47.8877371
1445000,0,115,3,3,1,0,"SQN 110, 01 - Asa Norte, Brasília - DF","Apartamento com 3 Quartos à Venda, 115m²",Churrasqueira,Elevador,Varanda,Academia,Ar-condicionado,-15.7584416,-47.8888403
680000,0,250,3,3,2,0,"QNM 36 Conjunto U - Taguatinga Norte, Brasília - DF","Casa com 3 Quartos à Venda, 250m²",Varanda,Quintal,Ar-condicionado,Móvel planejado,Escritório,-15.8022739,-48.0943613
2999999,2150,414,6,1,4,0,"Rua 24 - Norte, Brasília - DF","Cobertura com 6 Quartos à Venda, 414m²",,,,,,-15.8371264,-48.0286831
295000,0,185,3,2,4,0,"QNP 5 Conjunto J, 01 - Ceilandia Norte, Brasília - DF","Casa com 3 Quartos à Venda, 185m²",Garagem,Cozinha,,,,-15.8207426,-48.1250132
1300000,0,396,5,1,6,0,"QI 12, 01 - Guara I, Brasília - DF","Casa com 5 Quartos à Venda, 396m²",Churrasqueira,Interfone,Varanda gourmet,,,-15.81953355,-47.989676869024585
340000,350,1000,1,0,1,0,"Condomínio Ouro Vermelho II, 06 - Setor Habitacional Jardim Botânico, Brasília - DF","Lote/Terreno com Quarto à Venda, 1000m²",,,,,,-15.8842135,-47.7653148
1600000,0,436,4,5,4,0,"Condomínio Estância Jardim Botânico II, 0 - Lago Sul, Brasília - DF","Casa de condomínio com 4 Quartos à Venda, 436m²",Piscina,Churrasqueira,Varanda,Quintal,Jardim,-15.8825322,-47.8128008243743
2200000,0,2500,5,5,6,0,"SMPW Quadra 23 - Park Way , Brasília - DF","Casa com 5 Quartos à Venda, 2500m²",Piscina,Churrasqueira,Condomínio fechado,Academia,Garagem,-15.8921335,-47.9185541
475000,450,35,1,1,1,0,"SQNW 307 - Setor Noroeste, Brasília - DF","Apartamento com Quarto à Venda, 35m²",Piscina,Churrasqueira,Varanda,Armário na cozinha,Interfone,-15.7526112,-47.9118879
1595000,0,156,3,4,1,0,"SQN 106, 01 - Asa Norte, Brasília - DF","Apartamento com 3 Quartos à Venda, 156m²",,,,,,-15.7703445,-47.8854351
510000,650,60,2,2,0,0,"SQS 408 - Asa Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 60m²",Cozinha,Área de serviço,,,,-15.822248,-47.899193
220000,0,135,2,1,2,0,"QNP 13 Conjunto D, 0 - Ceilandia Norte, Brasília - DF","Casa com 2 Quartos à Venda, 135m²",,,,,,-15.8115706,-48.1273236
200000,0,40,1,1,0,0,"SCRN 716 - Asa Norte, Brasília - DF","Kitnet/Conjugado com Quarto à Venda, 40m²",Garagem,Cozinha,Academia,,,-15.7630035,-47.8916221
510000,550,83,3,2,1,0,"Quadra 103 - Norte, Brasília - DF","Apartamento com 3 Quartos à Venda, 83m²",,,,,,-15.7885753,-47.8918962
246000,0,44,2,1,40,0,"QNM 29 - Ceilandia Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 44m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Aceita animais,-15.8273396,-48.0924243
7500000,0,880,7,9,9,0,"SHIS QL 6 - Lago Sul, Brasília - DF","Casa com 7 Quartos à Venda, 880m²",Piscina,Churrasqueira,Varanda,Quintal,Área de serviço,-15.841918100000001,-47.88856145943926
799900,0,400,8,6,5,0,"QN 3 Conjunto 7, 0 - Riacho Fundo I, Brasília - DF","Casa com 8 Quartos à Venda, 400m²",,,,,,-15.8792876,-48.0130523
350000,0,120,3,2,2,0,"Quadra 2 Conjunto B-4, 1 - Sobradinho, Brasília - DF","Casa com 3 Quartos à Venda, 120m²",Aceita animais,Área de serviço,Conexão à internet,Cozinha americana,Ambientes integrados,-15.6580291,-47.8024028
1150000,752,157,4,5,2,0,"Quadra 203 - Sul, Brasília - DF","Apartamento com 4 Quartos à Venda, 157m²",Piscina,Churrasqueira,Academia,Espaço gourmet,Playground,-15.81665745,-47.88876239998757
390000,590,49,1,2,0,0,"CA 5, 01 - Lago Norte, Brasília - DF","Apartamento com Quarto à Venda, 49m²",Mobiliado,Interfone,Varanda gourmet,,,-15.7191704,-47.8849496
680000,0,250,1,1,1,0,"QNM 4, 47 - Ceilandia Norte, Brasília - DF","Casa com Quarto à Venda, 250m²",Aceita animais,,,,,-15.813157,-48.1091369
190000,0,84,2,2,0,0,"QNP 17 Conjunto J, 08 - Ceilândia, Brasília - DF","Casa com 2 Quartos à Venda, 84m²",,,,,,-15.8073846,-48.1321177
470000,382,55,2,1,0,0,"SQS 409 - Asa Sul, Brasília - DF","Apartamento com 2 Quartos à Venda, 55m²",Interfone,Armário na cozinha,,,,-15.8240896,-47.9021453
350000,0,130,3,3,3,0,"QNP 12 Conjunto A - Ceilandia Sul, Brasília - DF","Casa com 3 Quartos à Venda, 130m²",Garagem,Cozinha,,,,-15.8376741,-48.1179452
900000,0,80,2,3,1,0,"SQN 214, 01 - Asa Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 80m²",,,,,,-15.751891449999999,-47.87984918284338
2000000,1100,200,3,4,1,0,"SQN 311, 0 - Asa Norte, Brasília - DF","Apartamento com 3 Quartos à Venda, 200m²",Churrasqueira,Elevador,Varanda,Espaço gourmet,Ar-condicionado,-15.7557755,-47.8904835
2350000,0,262,4,5,3,0,"Rua 21 - Sul, Brasília - DF","Cobertura com 4 Quartos à Venda, 262m²",,,,,,-15.8409435,-48.0258919
390000,0,55,1,2,1,0,"Avenida das Araucárias - Sul, Brasília - DF","Apartamento com Quarto à Venda, 55m²",,,,,,-15.8409743,-48.024962700379774
1040000,0,203,1,7,6,0,"C 12 - Taguatinga Centro, Brasília - DF","Fazenda/Sítio/Chácara com Quarto à Venda, 203m²",,,,,,-15.8351946,-48.0571
990000,0,187,3,3,1,0,"Rua 12 - Sul, Brasília - DF","Cobertura com 3 Quartos à Venda, 187m²",,,,,,-15.8383713,-48.0178622
258000,458,83,3,2,1,0,"Quadra 1 - Gama, Brasília - DF","Apartamento com 3 Quartos à Venda, 83m²",Churrasqueira,Piscina,,,,-16.0299625,-48.0713895
400000,0,250,4,3,3,0,Brasília - DF,"Casa com 4 Quartos à Venda, 250m²",Varanda,Área de serviço,Armário na cozinha,Interfone,TV a cabo,-15.7754462,-47.7970891
310000,400,50,1,1,1,0,"Rua 37, 1 - Aguas Claras, Brasília - DF","Apartamento com Quarto à Venda, 50m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-15.8346814,-48.0389901
398000,0,90,3,2,2,0,"QR 5 Conjunto A - Candangolândia, Brasília - DF","Casa com 3 Quartos à Venda, 90m²",Varanda,,,,,-15.8491662,-47.9510502
800000,0,260,3,4,2,0,"Condomínio Residencial Privê La Font - Paranoá, Brasília - DF","Casa de condomínio com 3 Quartos à Venda, 260m²",Garagem,Cozinha,Aquecimento,Sala de massagem,Spa,-15.7594743,-47.7446557
5650000,2200,335,4,5,4,0,"SQNW 110 - Setor Noroeste, Brasília - DF","Cobertura com 4 Quartos à Venda, 335m²",Piscina,Churrasqueira,Elevador,Área de serviço,Varanda gourmet,-15.744701249999999,-47.91047699001808
250000,400,58,2,2,1,0,"QNM 12, 12 - Ceilandia Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 58m²",Mobiliado,Elevador,Condomínio fechado,Aceita animais,Playground,-15.8131316,-48.1063957
320000,0,160,2,3,1,0,"QNO 1 Conjunto G, 24 - Ceilandia Norte, Brasília - DF","Casa com 2 Quartos à Venda, 160m²",,,,,,-15.7983097,-48.1210452
605000,0,44,1,2,1,0,"Zona Industrial, Brasília - DF","Loft com Quarto à Venda, 44m²",Piscina,Churrasqueira,Elevador,Varanda,Salão de festas,-22.1337065,-51.3827222
245000,0,24,1,1,0,0,"STN, 01 - Asa Norte, Brasília - DF","Kitnet/Conjugado com Quarto à Venda, 24m²",Mobiliado,Interfone,Varanda gourmet,,,-15.75895175,-47.917462639648036
630000,0,70,0,1,1,0,"SEPS 710/910 - Asa Sul, Brasília - DF","Ponto comercial/Loja/Box à Venda, 70m²",,,,,,-15.81282895,-47.91175846962321
790000,0,340,4,3,2,0,"Condomínio Verde, 0 - Setor Habitacional Jardim Botânico, Brasília - DF","Casa de condomínio com 4 Quartos à Venda, 340m²",Piscina,Quadra poliesportiva,Escritório,Varanda,Jardim,-15.870581,-47.7603519
2450000,0,345,4,4,0,0,"CA 6 - Lago Norte, Brasília - DF","Casa com 4 Quartos à Venda, 345m²",Piscina,Churrasqueira,Varanda,Quintal,Ar-condicionado,-15.7144321,-47.8863363
600000,733,54,2,1,2,0,"CA 9, 2 - Lago Norte, Brasília - DF","Apartamento com 2 Quartos à Venda, 54m²",Elevador,Condomínio fechado,Ar-condicionado,Bicicletário,Portaria 24h,-15.7126955,-47.8877371
9900000,0,1950,4,10,10,0,"SHIN QL 4, 1 - Lago Norte, Brasília - DF","Casa com 4 Quartos à Venda, 1950m²",Piscina,Espaço verde / Parque,Circuito de segurança,Sala de massagem,Gramado,-15.7645604,-47.83385957090094
385000,330,60,2,1,1,0,"QI 6 - Guara I, Brasília - DF","Apartamento com 2 Quartos à Venda, 60m²",Interfone,,,,,-15.8162862,-47.9868998858625
4000000,0,981475000,3,2,2,0,"Incra 7, 01 - Brazlândia, Brasília - DF","Chácara com 3 Quartos à Venda, 981475000m²",,,,,,-15.7423211,-48.1712508
