Preço,Condomínio,Área,Quartos,Banheiros,Vagas,Abaixo $,Endereço,Descrição,0,1,2,3,4,Latitude,Longitude
198000,250,42,2,1,1,0,"Avenida Baltazar de Oliveira Garcia, 2396 - Costa E Silva, Porto Alegre - RS","Apartamento com 2 Quartos à Venda, 42m²",Piscina,Mobiliado,Churrasqueira,Condomínio fechado,Aceita animais,-30.0151324,-51.111947
1690000,1070,118,3,3,1,0,"Rua Jardim Botânico, 728 - Jardim Botânico, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 118m²",Mobiliado,Churrasqueira,Elevador,Aceita animais,Ar-condicionado,-22.9657037,-43.2191138
190000,274,38,2,1,1,0,"Rua Francisco Dal'Negro, 3057 - Santo Antônio, São José dos Pinhais - PR","Apartamento com 2 Quartos à Venda, 38m²",Piscina,Churrasqueira,Condomínio fechado,Academia,Aceita animais,-25.5565312,-49.2080471
420000,355,73,1,1,0,0,"Rua Doutor Albuquerque Lins, 367 - Santa Cecília, São Paulo - SP","Apartamento com Quarto à Venda, 73m²",Elevador,Interfone,,,,-23.5331022,-46.6545742
190000,498,31,1,1,1,0,"Rua Euzébio de Queirós, 15 - Centro, Niterói - RJ","Apartamento com Quarto à Venda, 31m²",Aceita animais,Condomínio fechado,Portão eletrônico,Portaria 24h,,-22.8950046,-43.1138662
430000,350,60,2,2,1,0,Ubatuba - SP,"Apartamento com 2 Quartos à Venda, 60m²",Piscina,Elevador,Aceita animais,Varanda gourmet,Cozinha americana,-23.433162,-45.083415
400000,0,207,2,3,2,0,"Rua do Bosque, 470 - Boa Saúde, Novo Hamburgo - RS","Casa com 2 Quartos à Venda, 207m²",Mobiliado,Ar-condicionado,Portão eletrônico,,,-29.6845974,-51.1681684
2300000,0,264,4,5,2,0,"Rua Frei Caneca - Agronômica, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 264m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Aceita animais,-27.5784892,-48.5429299
489000,400,89,3,2,2,0,"Rua General Osório, 1209 - Velha, Blumenau - SC","Apartamento com 3 Quartos à Venda, 89m²",Piscina,Mobiliado,Churrasqueira,Academia,Aceita animais,-26.91649315,-49.10880045
695000,0,239,3,3,2,0,"Planalto, São Bernardo do Campo - SP","Sobrado com 3 Quartos à Venda, 239m²",,,,,,-23.6998572,-46.5697732
625000,0,64,2,2,1,0,"Rua Bernardo José Sampaio, 119 - Botafogo, Campinas - SP","Apartamento com 2 Quartos à Venda, 64m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.8986901,-47.0679604
3300000,0,149,3,4,2,0,"Avenida Cotovia, 611 - Moema, São Paulo - SP","Apartamento com 3 Quartos à Venda, 149m²",Piscina,Elevador,Condomínio fechado,Academia,Espaço gourmet,-23.60868,-46.6690308
1510000,0,86,3,3,1,0,"Rua Machado de Assis, 40 - Flamengo, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 86m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.9311221,-43.1762936
65000,0,50,2,1,1,0,"Rua Professor Basílio de Magalhães - Várzea, Recife - PE","Casa com 2 Quartos à Venda, 50m²",,,,,,-8.0389341,-34.9847871
362000,600,140,3,2,1,0,"Rua Vasco da Gama, 23 - Aviação, Praia Grande - SP","Apartamento com 3 Quartos à Venda, 140m²",Elevador,Aceita animais,Salão de festas,Bicicletário,Portaria 24h,-24.0175542,-46.4464141
1060000,840,70,1,2,2,0,"Avenida Padre Antônio José dos Santos, 102 - Brooklin, São Paulo - SP","Apartamento com Quarto à Venda, 70m²",Churrasqueira,Elevador,Condomínio fechado,Academia,Aceita animais,-23.6082616,-46.689179
725000,0,120,3,2,2,0,"Rua Viçosa do Ceará, 01 - Vila Mascote, São Paulo - SP","Apartamento com 3 Quartos à Venda, 120m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Quintal,-23.6454228,-46.6655324
800000,690,78,2,2,0,0,"Rua das Laranjeiras, 527 - Laranjeiras, Rio de Janeiro - RJ","Apartamento com 2 Quartos à Venda, 78m²",Elevador,Aceita animais,Bicicletário,Closet,Cozinha americana,-22.9388164,-43.19292423795938
930000,1040,104,3,3,2,0,"Rua Guiratinga, 500 - Chácara Inglesa, São Paulo - SP","Apartamento com 3 Quartos à Venda, 104m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-23.6103012,-46.6323142
1265000,860,70,1,2,2,0,"Rua França Pinto, 156 - Vila Mariana, São Paulo - SP","Apartamento com Quarto à Venda, 70m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-23.5896052,-46.6479707
850000,800,250,3,6,3,0,"Avenida Gilka Machado, 950 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ","Cobertura com 3 Quartos à Venda, 250m²",,,,,,-23.0230074,-43.4761813
1137000,949,257,4,5,3,0,"Avenida Ingá, 540 - Manaíra, João Pessoa - PB","Apartamento com 4 Quartos à Venda, 257m²",Piscina,Mobiliado,Churrasqueira,Condomínio fechado,Aceita animais,-7.1098882,-34.8369873
1350000,0,247,4,2,2,0,"Rua Quatorze Bis, 277 - Carianos, Florianópolis - SC","Casa com 4 Quartos à Venda, 247m²",Aceita animais,Ar-condicionado,Closet,Lareira,,-27.6664423,-48.5294034
1295000,1000,142,3,4,2,0,"Rua General Couto de Magalhães, 1155 - Higienópolis, Porto Alegre - RS","Apartamento com 3 Quartos à Venda, 142m²",Mobiliado,Churrasqueira,Elevador,Aceita animais,Espaço gourmet,-30.0160913,-51.1888162
285000,475,58,2,2,1,0,"Estrada Cachamorra, 1851 - Campo Grande, Rio de Janeiro - RJ","Apartamento com 2 Quartos à Venda, 58m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.9165568,-43.5503995
850000,0,145,4,4,2,0,"Rua Francisco Paulo, 31 - Tatuapé, São Paulo - SP","Casa com 4 Quartos à Venda, 145m²",Aceita animais,Varanda gourmet,,,,-23.5468419,-46.5745512
510000,430,117,3,2,3,0,"Estrada Rikio Suenaga, 251 - Vila Caputera, Mogi das Cruzes - SP","Casa de condomínio com 3 Quartos à Venda, 117m²",,,,,,-23.5567133,-46.185822
820000,550,245,4,5,3,0,"Estrada Pacui, 696 - Vargem Grande, Rio de Janeiro - RJ","Casa de condomínio com 4 Quartos à Venda, 245m²",Piscina privativa,Churrasqueira na varanda,Varanda,Móvel planejado,,-22.9708846125,-43.49398325833333
775000,751,120,3,2,2,0,"Rua Plínio Colas, 278 - Mandaqui, São Paulo - SP","Apartamento com 3 Quartos à Venda, 120m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-23.4796506,-46.6416307
270000,203,35,1,1,0,0,"Rua Dezesseis de Março, 142 - Centro, Petrópolis - RJ","Apartamento com Quarto à Venda, 35m²",Mobiliado,Elevador,Condomínio fechado,Aceita animais,Portaria 24h,-22.5096935,-43.1763615
700000,745,70,2,2,1,0,"Rua Professor Paulo Augusto Bueno Wolf, 3 - Ponta da Praia, Santos - SP","Apartamento com 2 Quartos à Venda, 70m²",Piscina,Mobiliado,Elevador,Condomínio fechado,Academia,-23.9873399,-46.2969309
190000,650,60,2,1,1,0,"Rua Noronha Torrezão, 407 - Santa Rosa, Niterói - RJ","Apartamento com 2 Quartos à Venda, 60m²",Elevador,Condomínio fechado,Jardim,Quadra poliesportiva,Bicicletário,-22.8966834,-43.1008418
469000,890,75,2,2,1,0,"Rua Laurindo, 168 - Santana, Porto Alegre - RS","Apartamento com 2 Quartos à Venda, 75m²",Elevador,Aceita animais,Ar-condicionado,Varanda gourmet,Salão de festas,-30.0423649,-51.2104429
395000,450,85,3,2,1,0,"Rua Candelária, 1854 - Centro, Indaiatuba - SP","Apartamento com 3 Quartos à Venda, 85m²",Mobiliado,Elevador,Aceita animais,Salão de festas,Bicicletário,-23.0873916,-47.2165194
39000,0,66,0,0,0,0,"Avenida Anhanguera, 5390 - Central, Goiânia - GO","Ponto comercial/Loja/Box à Venda, 66m²",Acesso para deficientes,,,,,-16.6555271,-49.3301193
250000,0,160,4,2,1,0,"Rua Surubim, 146 - Peixinhos, Olinda - PE","Casa com 4 Quartos à Venda, 160m²",,,,,,-8.011554,-34.8770904
347000,0,68,2,2,0,0,"Rua Olindina Campos Teixeira, 52 - Jatiúca, Maceió - AL","Apartamento com 2 Quartos à Venda, 68m²",Cozinha americana,Aceita animais,Portaria 24h,Elevador,Salão de festas,-9.6469564,-35.7089144
600000,606,96,3,2,1,0,"Avenida Presidente Wilson, 336 - Itararé, São Vicente - SP","Apartamento com 3 Quartos à Venda, 96m²",Mobiliado,Elevador,Condomínio fechado,Aceita animais,Jardim,-23.968181700000002,-46.375831862247615
557000,250,150,4,3,2,1,"Rua Coronel Antônio Maria de Souza - São Mateus, Juiz de Fora - MG","Cobertura com 4 Quartos à Venda, 150m²",,,,,,-21.7749217,-43.356845
3250000,0,650,3,6,4,0,"Rua Professor Luís Gonzaga Righini - Vila Mariana, São Paulo - SP","Casa com 3 Quartos à Venda, 650m²",,,,,,-23.5863284,-46.624115
500000,650,140,3,3,1,0,"Rua São Mateus, 516 - São Mateus, Juiz de Fora - MG","Apartamento com 3 Quartos à Venda, 140m²",Aceita animais,Salão de festas,Elevador,Portaria 24h,,-21.7773322,-43.3559263
1050000,1142,104,3,3,2,0,"Rua Marechal Raul de Albuquerque, 122 - Charitas, Niterói - RJ","Apartamento com 3 Quartos à Venda, 104m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-22.9236693,-43.0924381
450000,0,100,3,3,3,0,"Santa Cruz da Serra, Duque de Caxias - RJ","Casa com 3 Quartos à Venda, 100m²",Aceita animais,Varanda gourmet,,,,-22.640809,-43.2750302
390000,400,56,3,1,1,0,"Rua Padre Agostinho, 2715 - Bigorrilho, Curitiba - PR","Apartamento com 3 Quartos à Venda, 56m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-25.43414895,-49.305136321979745
2299000,0,267,5,6,4,0,"Rua Barbosa de Freitas - Meireles, Fortaleza - CE","Apartamento com 5 Quartos à Venda, 267m²",Mobiliado,Churrasqueira,Elevador,Condomínio fechado,Academia,-3.7275818,-38.4945064
570000,700,70,1,1,1,0,"Rua Almirante Cochrane, 88 - Tijuca, Rio de Janeiro - RJ","Cobertura com Quarto à Venda, 70m²",,,,,,-22.9200574,-43.2267514
280000,450,74,3,2,1,0,"Rua Paranaguá, 2035 - Centro, Londrina - PR","Apartamento com 3 Quartos à Venda, 74m²",Condomínio fechado,Portão eletrônico,,,,-23.1952222,-50.7893698
584000,450,91,2,1,0,0,"Rua Coronel Vicente, 625 - Centro Histórico, Porto Alegre - RS","Apartamento com 2 Quartos à Venda, 91m²",Ar-condicionado,Closet,Cozinha americana,Elevador,Mobiliado,-30.0280057,-51.2208976
599998,555,72,3,2,0,0,"Rua Silveira Martins, 123 - Flamengo, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 72m²",Mobiliado,Elevador,Condomínio fechado,Aceita animais,Ar-condicionado,-22.9254616,-43.172817
550000,1500,96,3,3,1,0,"Rua Mário Agostinelli - Jacarepaguá, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 96m²",Piscina,Churrasqueira,Varanda,Academia,Espaço gourmet,-22.972908,-43.3821667
5000000,2115,308,4,4,3,0,"Rua Fernando Nogueira de Sousa, 84 - Barra da Tijuca, Rio de Janeiro - RJ","Cobertura com 4 Quartos à Venda, 308m²",,,,,,-23.0090503,-43.3149357
690000,0,650,3,2,2,0,"Altos de Buzios, Armação dos Búzios - RJ","Casa com 3 Quartos à Venda, 650m²",,,,,,-22.755759,-41.8792507
330000,475,56,2,2,1,0,"Rua Cândido Lacerda, 221 - Torreão, Recife - PE","Apartamento com 2 Quartos à Venda, 56m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-8.0404865,-34.8834305
673900,397,271,3,3,0,0,"Rodovia Bunjiro Nakao, 865 - Paruru, Ibiúna - SP","Casa de condomínio com 3 Quartos à Venda, 271m²",Varanda,Quintal,Área de serviço,Espaço verde / Parque,Escritório,-23.6860832,-47.3413513
245000,620,49,2,1,2,0,"Avenida Príncipe de Gales, 446 - Vila Príncipe de Gales, Santo André - SP","Apartamento com 2 Quartos à Venda, 49m²",Salão de festas,Elevador,Portaria 24h,Portão eletrônico,Condomínio fechado,-23.6616203,-46.5487145
438000,370,75,2,2,2,0,"Rua Professora Marta Waltemberg, 220 - Granbery, Juiz de Fora - MG","Apartamento com 2 Quartos à Venda, 75m²",Churrasqueira,Elevador,Aceita animais,Ar-condicionado,Salão de festas,-21.770087750000002,-43.3416054951107
2200000,3871,440,5,6,3,0,"Avenida Juracy Magalhães Júnior, 1855 - Rio Vermelho, Salvador - BA","Apartamento com 5 Quartos à Venda, 440m²",Mobiliado,Elevador,Condomínio fechado,Aceita animais,Ar-condicionado,-12.9989212,-38.4793091
850000,1200,92,2,2,2,0,"Alameda Afonso Schmidt, 321 - Santa Teresinha, São Paulo - SP","Apartamento com 2 Quartos à Venda, 92m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-23.4973177,-46.6374403
170000,259,60,2,1,1,0,"Estrada do Magarça, 1870 - Campo Grande, Rio de Janeiro - RJ","Casa de condomínio com 2 Quartos à Venda, 60m²",,,,,,-22.9338677,-43.5762379
633000,964,69,3,2,2,0,"Rua Padre Chico, 551 - Pompeia, São Paulo - SP","Apartamento com 3 Quartos à Venda, 69m²",Piscina,Mobiliado,Elevador,Condomínio fechado,Academia,-23.5288252,-46.683933
2200000,1050,100,3,3,0,0,"Rua São Salvador, 80 - Flamengo, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 100m²",Elevador,Condomínio fechado,Aceita animais,Ar-condicionado,Jardim,-22.9335816,-43.1774215
475000,400,105,3,2,2,0,"Rua Marina Frutuoso, 914 - Centro, Jaraguá do Sul - SC","Apartamento com 3 Quartos à Venda, 105m²",Aceita animais,Churrasqueira,Piscina,Acesso para deficientes,Elevador,-26.49346825,-49.07412221891711
1450000,2000,285,4,5,2,0,"Avenida do Batel, 1330 - Batel, Curitiba - PR","Cobertura com 4 Quartos à Venda, 285m²",,,,,,-25.441684,-49.286011
1850000,1350,129,3,3,1,0,"Avenida Rui Barbosa, 10 - Flamengo, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 129m²",Piscina,Elevador,Condomínio fechado,Academia,Aceita animais,-22.9433067,-43.1759096
600000,500,72,2,2,1,0,"Rua Tapiraí, 62 - Vila Isolina Mazzei, São Paulo - SP","Apartamento com 2 Quartos à Venda, 72m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-23.4979483,-46.5968341
730000,1200,140,3,3,0,0,"Rua Quarenta e Oito, 395 - Espinheiro, Recife - PE","Apartamento com 3 Quartos à Venda, 140m²",Mobiliado,Elevador,Ar-condicionado,Jardim,Playground,-8.0423254,-34.8925592
850000,2200,198,3,4,2,0,"Avenida Nova Cantareira - Tucuruvi, São Paulo - SP","Apartamento com 3 Quartos à Venda, 198m²",Piscina,Churrasqueira,Elevador,Academia,Aceita animais,-23.4720476,-46.6173331
720000,1200,81,2,3,1,0,"Rua Ribeiro Guimarães, 220 - Tijuca, Rio de Janeiro - RJ","Apartamento com 2 Quartos à Venda, 81m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.9190524,-43.2373867
1300000,1450,145,4,3,2,0,"Rua Esteves Júnior, 120 - Centro, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 145m²",Mobiliado,Churrasqueira,Elevador,Condomínio fechado,Aceita animais,-27.58904,-48.5533548
4000000,385,550,4,6,5,0,"Rua Ataulfo Alves, 62 - Bosque Beira Rio, Rio das Ostras - RJ","Casa com 4 Quartos à Venda, 550m²",Piscina,Mobiliado,Churrasqueira,Condomínio fechado,Academia,-22.5314434,-41.9326439
545000,1050,69,2,2,1,0,"Avenida das Américas, 13600 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ","Apartamento com 2 Quartos à Venda, 69m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-23.0073793,-43.44251367832311
550000,934,125,3,2,0,0,"Rua Rio de Janeiro, 28 - Centro, Poços de Caldas - MG","Apartamento com 3 Quartos à Venda, 125m²",Aceita animais,Elevador,Acesso para deficientes,Portaria 24h,,-21.7877037,-46.5649375
960000,700,100,3,3,2,0,"Rua Joaquim Morais, 210 - Vila Mascote, São Paulo - SP","Apartamento com 3 Quartos à Venda, 100m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-23.6499128,-46.6624328
800000,1200,100,3,3,1,0,"Rua Andrade Neves, 93 - Tijuca, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 100m²",Elevador,Aceita animais,Ar-condicionado,Playground,Bicicletário,-22.9314906,-43.23642435943113
590000,0,60,0,2,2,0,"Avenida Nove de Julho, 3228 - Jardim Paulista, São Paulo - SP","Sala/Conjunto à Venda, 60m²",,,,,,-23.5769541,-46.6711932
550000,1000,90,4,3,2,0,"Estrada Cachamorra, 1133 - Campo Grande, Rio de Janeiro - RJ","Apartamento com 4 Quartos à Venda, 90m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.9165568,-43.5503995
1450000,370,264,3,4,4,0,"Rua Inácio Franco Alves, 1082 - Parque Cidade Nova, Mogi Guaçu - SP","Casa de condomínio com 3 Quartos à Venda, 264m²",Espaço verde / Parque,Área de lazer,Piscina para adulto,Campo de futebol,Salão de convenção,-22.3530708,-46.9521232
380000,0,285,3,4,0,0,"Rua Socorro Norões Mota, 3225 - Jardim Gonzaga, Juazeiro do Norte - CE","Casa com 3 Quartos à Venda, 285m²",Aceita animais,Ar-condicionado,Jardim,Playground,Varanda gourmet,-7.2367276,-39.3303172
700000,0,350,4,4,4,0,"Rua Henrique Alves, 59 - Jardim América, Cariacica - ES","Casa com 4 Quartos à Venda, 350m²",Quintal,Aceita animais,Ar-condicionado,Área de serviço,Varanda fechada com vidro,-20.3316182,-40.3658275
194500,380,56,2,1,1,0,"Rua Marechal Octávio Saldanha Mazza, 7584 - Capão Raso, Curitiba - PR","Apartamento com 2 Quartos à Venda, 56m²",Mobiliado,Churrasqueira,Condomínio fechado,Aceita animais,Jardim,-25.5102466,-49.2973539
285000,0,156,3,2,1,0,Jarinu - SP,"Casa com 3 Quartos à Venda, 156m²",,,,,,-23.0949649,-46.7148565
600000,0,170,3,4,0,0,"Rua Auriflama, 46 - Vila Nova, Campinas - SP","Casa com 3 Quartos à Venda, 170m²",Aceita animais,Ar-condicionado,Closet,Mobiliado,Portão eletrônico,-22.8754209,-47.0701091
615000,0,180,3,2,2,0,"Rua Palmira Cervi Barbaro, 511 - Cidade Santos Dumont, Jundiaí - SP","Casa com 3 Quartos à Venda, 180m²",,,,,,-23.1659564,-46.9098911
450000,550,97,3,2,1,0,"Rua Doutor Constantino Paleta, 50 - Centro, Juiz de Fora - MG","Apartamento com 3 Quartos à Venda, 97m²",Elevador,Aceita animais,Jardim,Portaria 24h,Acesso para deficientes,-21.7606019,-43.353927
598000,990,78,2,3,1,0,"Rua Geórgia, 191 - Brooklin, São Paulo - SP","Apartamento com 2 Quartos à Venda, 78m²",Piscina,Aceita animais,Área de serviço,Salão de festas,Quadra poliesportiva,-23.6081963,-46.6808687
2000000,630,405,5,5,6,0,"Rua Bananal, 1 - Morada da Praia, Bertioga - SP","Casa de condomínio com 5 Quartos à Venda, 405m²",,,,,,-23.7477062,-45.8649024
1380000,1371,153,3,1,1,0,"Rua Senador Vergueiro, 55 - Flamengo, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 153m²",Portaria 24h,,,,,-22.9349287,-43.1750886
535000,680,60,2,2,1,0,"Rua Traituba, 227 - Saúde, São Paulo - SP","Apartamento com 2 Quartos à Venda, 60m²",Piscina,Churrasqueira,Elevador,Jardim,Playground,-23.612584,-46.6308672
470000,640,81,2,2,0,0,"Rua Conde de Bonfim - Tijuca, Rio de Janeiro - RJ","Apartamento com 2 Quartos à Venda, 81m²",Portaria 24h,,,,,-22.9242893,-43.2240422
419900,350,72,3,2,1,0,"Rua Teotônia, 300 - Camaquã, Porto Alegre - RS","Apartamento com 3 Quartos à Venda, 72m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-30.1032809,-51.2422801
700000,750,94,3,3,2,0,"Avenida Aldino Pinotti, 650 - Centro, São Bernardo do Campo - SP","Apartamento com 3 Quartos à Venda, 94m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-23.6904493,-46.5513428
400000,300,47,1,1,0,0,"Avenida Loureiro da Silva, 1688 - Cidade Baixa, Porto Alegre - RS","Apartamento com Quarto à Venda, 47m²",Mobiliado,Elevador,Ar-condicionado,Salão de festas,Closet,-30.0348497,-51.2213328
1095000,0,264,4,5,2,0,"Avenida Itamarati - Parque Erasmo Assuncao, Santo André - SP","Casa de condomínio com 4 Quartos à Venda, 264m²",Varanda,Quintal,Área de serviço,Móvel planejado,Escritório,-23.6407216,-46.5073074
328955,290,78,2,3,2,0,"Avenida Tietê, 155 - Suarão, Itanhaém - SP","Casa de condomínio com 2 Quartos à Venda, 78m²",Quintal,Área de serviço,Móvel planejado,Churrasqueira na varanda,Piscina infantil,-24.1649178,-46.7517041
670000,595,80,2,3,1,0,"Rua Doutor Paulo César, 155 - Icaraí, Niterói - RJ","Apartamento com 2 Quartos à Venda, 80m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.8992549,-43.1109863
500000,0,254,5,4,3,0,"Morada do Ouro, Cuiabá - MT","Casa com 5 Quartos à Venda, 254m²",,,,,,-15.57249315,-56.057226075
170000,0,80,2,2,1,0,"Rua Jatobá, 32 - Jardim Record, Taboão da Serra - SP","Casa com 2 Quartos à Venda, 80m²",Aceita animais,,,,,-23.6235899,-46.7945502
500000,620,87,3,2,2,0,"Avenida Doutor Hélio Ribeiro, 165 - Centro Político Administrativo, Cuiabá - MT","Apartamento com 3 Quartos à Venda, 87m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-15.5585977,-56.0745347
1690000,1700,190,3,3,1,0,"Rua Hilário de Gouveia - Copacabana, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 190m²",Aceita animais,Ar-condicionado,Cozinha americana,,,-22.9676704,-43.1844375
350000,620,72,3,2,1,0,"Avenida Ayrton Senna da Silva, 308 - Piedade, Jaboatão dos Guararapes - PE","Apartamento com 3 Quartos à Venda, 72m²",Piscina,Churrasqueira,Elevador,Aceita animais,Ar-condicionado,-8.1902786,-34.9217552
1300000,0,400,3,3,2,0,"Rua Mendes de Aguiar, 333 - Madureira, Rio de Janeiro - RJ","Casa com 3 Quartos à Venda, 400m²",Aceita animais,Armário embutido,Closet,Cozinha americana,Box blindex,-22.8798029,-43.3343918
910000,1539,70,1,1,1,0,"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ","Apartamento com Quarto à Venda, 70m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-23.0107484,-43.3686305
790000,0,297,3,6,4,0,"Rua Encarnação Ramos Colina, 36 - Jardim Morro Grande, Caieiras - SP","Casa com 3 Quartos à Venda, 297m²",Piscina,Churrasqueira,Aceita animais,Salão de festas,Estacionamento,-23.3806416,-46.7030022
2850000,3295,85,2,2,1,0,"Rua Prudente de Morais, 1008 - Ipanema, Rio de Janeiro - RJ","Flat com 2 Quartos à Venda, 85m²",,,,,,-22.9847788,-43.2150052
950000,0,150,3,3,2,0,"Rua Doutor Otávio Lobo - Freguesia do Ó, São Paulo - SP","Casa com 3 Quartos à Venda, 150m²",Ar-condicionado,Área de serviço,Varanda fechada com vidro,Armário embutido no quarto,Armário na cozinha,-23.4931245,-46.6989335
1230000,950,117,2,2,1,0,"Rua Ipiranga, 456 - Campo Belo, São Paulo - SP","Apartamento com 2 Quartos à Venda, 117m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-23.6366645,-46.6612785
119000,0,73,1,1,1,0,"Conjunto Marcos Freire, Guarulhos - SP","Casa com Quarto à Venda, 73m²",Aceita animais,Quadra poliesportiva,,,,-23.463622649999998,-46.40362650336192
420000,900,130,3,3,1,0,"Avenida Doutor Moraes Salles, 1027 - Cambuí, Campinas - SP","Apartamento com 3 Quartos à Venda, 130m²",Ar-condicionado,Portaria 24h,Aceita animais,Despensa,Elevador,-22.9048342,-47.0360875
515000,460,40,1,1,1,0,"Avenida Brigadeiro Luís Antônio, 323 - Bela Vista, São Paulo - SP","Apartamento com Quarto à Venda, 40m²",Piscina,Mobiliado,Churrasqueira,Elevador,Academia,-23.5621607,-46.6448282
1200000,1200,98,2,3,2,0,"Avenida Mascote, 787 - Vila Mascote, São Paulo - SP","Apartamento com 2 Quartos à Venda, 98m²",Piscina,Mobiliado,Churrasqueira,Elevador,Condomínio fechado,-23.6480826,-46.669607
2200000,410,387,4,6,4,0,"Residencial Vale Verde, Marília - SP","Casa de condomínio com 4 Quartos à Venda, 387m²",,,,,,-22.6666448,-50.40344865610689
440000,340,35,1,1,0,0,"Rua Senador Vergueiro, 203 - Flamengo, Rio de Janeiro - RJ","Apartamento com Quarto à Venda, 35m²",Aceita animais,Bicicletário,Elevador,Portaria 24h,,-22.9395958,-43.176727
620000,0,215,3,4,7,0,"Avenida Monteiro Lobato, 254 - Chácara do Visconde, Taubaté - SP","Casa com 3 Quartos à Venda, 215m²",Mobiliado,Churrasqueira,Aceita animais,Espaço gourmet,Ar-condicionado,-23.0227803,-45.5631205
789000,1000,159,3,3,1,0,"Rua Santa Rita, 53 - Floresta, Porto Alegre - RS","Apartamento com 3 Quartos à Venda, 159m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Aceita animais,-30.0169019,-51.204819
850000,1345,84,2,3,1,0,"Rua Tabapuã, 146 - Itaim Bibi, São Paulo - SP","Apartamento com 2 Quartos à Venda, 84m²",Aceita animais,Jardim,Salão de festas,Elevador,Portaria 24h,-23.5837637,-46.6781093
450000,0,132,3,3,2,0,"Rua Hilário Fernandes Pacheco, 51 - Areias de Palhocinha, Garopaba - SC","Casa com 3 Quartos à Venda, 132m²",Mobiliado,Churrasqueira,Aceita animais,Ar-condicionado,Jardim,-28.0517436,-48.6442634
330000,430,70,3,1,0,0,"Travessa Quatorze de Abril, 1168 - Fátima, Belém - PA","Apartamento com 3 Quartos à Venda, 70m²",Elevador,Condomínio fechado,Aceita animais,Jardim,Playground,-1.4416737,-48.4703069
370000,0,119,2,1,2,0,"Rua Florêncio Antônio Pires, 313 - Jardim das Estrelas, Sorocaba - SP","Casa com 2 Quartos à Venda, 119m²",Mobiliado,Churrasqueira,Aceita animais,Espaço gourmet,Ar-condicionado,-23.4939528,-47.4209132
1970000,2400,117,3,2,1,0,"Avenida Bartolomeu Mitre, 122 - Leblon, Rio de Janeiro - RJ","Apartamento com 3 Quartos à Venda, 117m²",Elevador,Aceita animais,Jardim,Bicicletário,Acesso para deficientes,-22.9859525,-43.2227308
319990,150,55,2,3,1,0,"Rua Cochinu - Vila Esperança, São Paulo - SP","Casa de condomínio com 2 Quartos à Venda, 55m²",,,,,,-23.5229141,-46.5229432
360000,360,82,2,1,1,0,"Rua Corcovado, 134 - Lapa, São Paulo - SP","Apartamento com 2 Quartos à Venda, 82m²",Mobiliado,Churrasqueira,Condomínio fechado,Aceita animais,Jardim,-23.516346849999998,-46.69778366773454
400000,300,63,2,2,2,0,"Avenida Orlando Ranieri, 01 - Jardim Marambá, Bauru - SP","Apartamento com 2 Quartos à Venda, 63m²",Piscina,Churrasqueira,Elevador,Condomínio fechado,Academia,-22.3295676,-49.0443882
